Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL03,OUT049,3262.0
DRL59,OUT049,1022.0
DRM11,OUT027,5610.0
FDA43,OUT049,3230.0
FDZ56,OUT010,786.0
FDI44,OUT018,962.0
FDB50,OUT013,1304.0
FDU15,OUT019,-1222.0
NCJ19,OUT019,-966.0
FDD48,OUT013,1880.0
NCW42,OUT035,3610.0
FDL24,OUT017,2886.0
NCB30,OUT013,3124.0
FDK25,OUT013,2736.0
FDW28,OUT049,3206.0
FDD47,OUT017,2830.0
FDK16,OUT019,-370.0
FDW37,OUT046,1510.0
FDA48,OUT035,3630.0
FDA14,OUT017,2418.0
FDV15,OUT013,1656.0
FDN22,OUT049,4118.0
NCD55,OUT045,594.0
FDY43,OUT013,2688.0
NCU05,OUT017,1348.0
FDF10,OUT035,2522.0
FDR39,OUT018,2618.0
FDG40,OUT013,608.0
FDZ28,OUT019,210.0
FDE02,OUT045,1434.0
FDU60,OUT049,2830.0
FDM21,OUT013,4088.0
FDV52,OUT019,26.0
NCW06,OUT013,3028.0
FDX36,OUT035,3730.0
FDT35,OUT027,4214.0
NCL19,OUT010,334.0
NCD31,OUT046,2614.0
FDE53,OUT019,-130.0
FDW58,OUT019,-138.0
DRF48,OUT046,2990.0
FDW57,OUT035,2966.0
DRH13,OUT017,1796.0
FDT33,OUT013,2736.0
DRK47,OUT027,5058.0
FDY22,OUT010,378.0
FDC35,OUT019,1414.0
FDO03,OUT013,3672.0
FDF24,OUT045,1290.0
FDF56,OUT018,2594.0
FDD28,OUT013,976.0
FDG53,OUT027,3758.0
FDO27,OUT019,-294.0
NCF54,OUT018,2394.0
FDC20,OUT027,2414.0
FDU10,OUT046,718.0
DRA24,OUT018,2334.0
FDA02,OUT010,438.0
FDG10,OUT017,1074.0
FDW39,OUT010,958.0
FDP04,OUT019,-794.0
NCM55,OUT013,2924.0
FDG47,OUT045,4030.0
NCU41,OUT017,3092.0
NCK31,OUT017,912.0
FDZ46,OUT045,1682.0
FDU13,OUT027,3846.0
NCF19,OUT045,722.0
NCJ43,OUT013,2732.0
NCJ05,OUT045,2334.0
FDS04,OUT027,3726.0
FDX28,OUT010,-298.0
FDB41,OUT027,2294.0
FDG53,OUT046,2286.0
FDL15,OUT010,522.0
FDQ08,OUT049,1166.0
DRN36,OUT013,1588.0
FDI46,OUT013,4016.0
FDG16,OUT027,4878.0
FDV32,OUT013,1056.0
FDF44,OUT010,234.0
FDK04,OUT018,638.0
NCA41,OUT013,3060.0
FDD51,OUT017,814.0
NCZ53,OUT045,2882.0
FDP01,OUT027,3942.0
FDY25,OUT049,2998.0
FDB17,OUT018,2562.0
NCV54,OUT018,1582.0
FDJ32,OUT017,1122.0
FDA37,OUT049,2150.0
FDG35,OUT035,2930.0
NCM05,OUT018,3862.0
FDG45,OUT046,3390.0
FDH28,OUT013,728.0
NCE18,OUT049,4014.0
FDH38,OUT045,1818.0
FDR56,OUT013,3200.0
FDH17,OUT027,3086.0
FDD39,OUT049,3566.0
FDB41,OUT049,942.0
NCR53,OUT046,3518.0
FDX46,OUT017,1078.0
FDV28,OUT049,750.0
FDA08,OUT018,2374.0
FDH45,OUT017,830.0
NCS38,OUT010,-134.0
FDD40,OUT010,1198.0
DRM59,OUT035,2586.0
NCJ43,OUT018,2454.0
NCN29,OUT013,836.0
NCC19,OUT045,2918.0
FDR56,OUT035,3294.0
FDZ43,OUT049,3974.0
FDJ32,OUT010,-890.0
DRH03,OUT017,1572.0
NCZ54,OUT035,2706.0
FDE26,OUT017,2402.0
FDS03,OUT045,970.0
DRZ24,OUT019,46.0
FDO48,OUT027,5022.0
FDW39,OUT049,2934.0
NCK05,OUT049,1110.0
NCK30,OUT017,4060.0
FDT27,OUT018,3450.0
FDS08,OUT019,958.0
NCJ19,OUT049,1006.0
FDC58,OUT045,654.0
DRE37,OUT013,2996.0
FDW02,OUT035,2218.0
FDJ02,OUT010,498.0
FDX09,OUT045,2734.0
FDT31,OUT010,1078.0
FDI24,OUT049,2934.0
FDY09,OUT045,2726.0
FDV28,OUT045,550.0
DRM47,OUT049,3150.0
FDT52,OUT019,2066.0
FDI48,OUT018,626.0
FDY55,OUT017,4128.0
FDU48,OUT013,2136.0
FDN25,OUT045,878.0
FDP20,OUT049,2150.0
FDJ15,OUT013,3016.0
FDD04,OUT018,1938.0
FDY58,OUT045,3558.0
FDR37,OUT018,2646.0
FDF44,OUT013,2136.0
FDD32,OUT045,1306.0
FDR57,OUT017,2614.0
DRG39,OUT027,2394.0
FDX15,OUT017,2594.0
DRN37,OUT045,2542.0
FDW40,OUT027,3774.0
FDB32,OUT049,1638.0
FDM40,OUT018,1970.0
FDE39,OUT027,3438.0
DRH49,OUT017,1416.0
FDT46,OUT049,950.0
NCF06,OUT035,4178.0
FDP07,OUT017,3186.0
FDC04,OUT013,3832.0
FDZ32,OUT017,1790.0
FDD50,OUT045,2610.0
FDU56,OUT017,3018.0
FDV34,OUT017,1306.0
NCY41,OUT013,620.0
NCK18,OUT046,2630.0
DRH25,OUT049,990.0
FDT57,OUT046,3798.0
FDV56,OUT018,1466.0
FDV12,OUT045,1530.0
FDN52,OUT017,1542.0
FDX38,OUT035,994.0
FDE47,OUT018,1670.0
NCO07,OUT013,3348.0
FDV09,OUT027,3894.0
FDZ23,OUT019,1106.0
DRH51,OUT018,1114.0
NCY54,OUT045,2598.0
DRG49,OUT013,3900.0
NCC19,OUT049,3134.0
NCV53,OUT045,3702.0
FDZ47,OUT019,-190.0
NCO26,OUT018,1498.0
NCP02,OUT045,894.0
NCW30,OUT018,3766.0
NCN55,OUT046,3798.0
FDB20,OUT010,-678.0
DRL11,OUT013,2516.0
DRD60,OUT045,2798.0
FDW14,OUT010,-446.0
FDL27,OUT010,-818.0
FDU09,OUT018,658.0
DRH36,OUT027,2706.0
FDP34,OUT027,3974.0
FDE04,OUT017,2958.0
FDZ57,OUT027,3614.0
FDF02,OUT010,-250.0
FDG28,OUT045,3834.0
NCI31,OUT046,590.0
FDT43,OUT013,896.0
FDU20,OUT046,2014.0
FDD53,OUT013,760.0
FDW15,OUT045,2338.0
NCT53,OUT045,2478.0
NCG55,OUT027,3298.0
FDD48,OUT035,1990.0
FDG47,OUT049,4270.0
FDI21,OUT017,1166.0
FDT27,OUT017,3822.0
DRO35,OUT013,1900.0
FDD33,OUT017,3762.0
FDC04,OUT035,3986.0
FDY34,OUT013,2680.0
DRJ49,OUT049,2166.0
FDE05,OUT049,2446.0
FDU31,OUT017,3588.0
NCN19,OUT027,4442.0
FDK56,OUT027,4422.0
FDK58,OUT017,1784.0
NCJ42,OUT035,1770.0
FDZ34,OUT027,4542.0
FDA52,OUT018,2518.0
NCR29,OUT013,916.0
FDT48,OUT035,3322.0
DRJ51,OUT019,1742.0
NCS54,OUT046,2814.0
FDV01,OUT035,2646.0
DRG51,OUT027,4090.0
NCG42,OUT013,2100.0
FDA51,OUT049,1982.0
FDV19,OUT010,666.0
NCT18,OUT045,2778.0
NCS41,OUT045,2814.0
FDO03,OUT046,3670.0
FDL12,OUT010,-886.0
FDY37,OUT010,418.0
FDI58,OUT049,1646.0
FDT28,OUT018,2082.0
NCC42,OUT010,258.0
FDO01,OUT017,2204.0
FDJ02,OUT013,2408.0
FDQ04,OUT018,410.0
DRL47,OUT013,2036.0
FDZ32,OUT035,1902.0
FDC35,OUT035,3418.0
FDX14,OUT045,1118.0
FDZ35,OUT013,1744.0
FDL14,OUT013,2544.0
FDO04,OUT049,1038.0
DRK11,OUT017,2476.0
FDB44,OUT018,3050.0
FDZ50,OUT049,3078.0
FDI12,OUT027,2958.0
FDU43,OUT017,3866.0
FDD58,OUT010,-334.0
FDB27,OUT017,3178.0
FDB04,OUT018,1134.0
NCO17,OUT013,1892.0
FDL12,OUT017,1070.0
DRJ13,OUT049,2662.0
FDD57,OUT045,1498.0
FDW19,OUT035,1970.0
DRD27,OUT018,1318.0
FDH27,OUT027,3806.0
NCW30,OUT027,5562.0
FDR40,OUT018,1050.0
FDG05,OUT013,2552.0
NCY41,OUT019,-1302.0
FDI38,OUT018,3014.0
FDR20,OUT046,798.0
FDE09,OUT017,1846.0
FDN50,OUT019,-286.0
DRF27,OUT045,2342.0
DRF51,OUT013,644.0
NCO02,OUT019,-790.0
FDB51,OUT027,2518.0
FDJ50,OUT013,920.0
FDN52,OUT013,1432.0
FDX14,OUT013,1280.0
FDT27,OUT019,1890.0
FDV10,OUT013,760.0
FDU33,OUT046,798.0
FDU58,OUT046,3014.0
NCP42,OUT027,4546.0
FDL51,OUT027,4910.0
DRH15,OUT027,2242.0
FDU16,OUT017,1510.0
FDW15,OUT017,2502.0
FDQ44,OUT045,1890.0
NCI06,OUT027,4314.0
DRK23,OUT019,2118.0
FDC28,OUT035,1910.0
NCY17,OUT019,-1182.0
NCV05,OUT018,2118.0
FDM34,OUT019,254.0
DRD60,OUT027,4386.0
FDT38,OUT046,1422.0
FDQ57,OUT018,2022.0
FDE59,OUT027,2110.0
NCM43,OUT046,2598.0
DRI51,OUT049,2830.0
NCG30,OUT017,2036.0
NCK54,OUT035,1958.0
FDQ16,OUT019,-98.0
FDI36,OUT013,3192.0
FDX16,OUT027,3862.0
FDA34,OUT046,2798.0
FDJ48,OUT018,3618.0
FDU47,OUT035,2382.0
FDS39,OUT046,2310.0
FDD11,OUT046,3998.0
FDM16,OUT027,2734.0
FDU56,OUT018,2610.0
FDQ32,OUT017,2082.0
DRK35,OUT013,684.0
FDA58,OUT049,3806.0
DRG48,OUT019,438.0
FDT59,OUT010,1762.0
FDQ31,OUT019,-374.0
FDS51,OUT018,750.0
FDW32,OUT027,2926.0
FDI15,OUT027,5654.0
NCV30,OUT017,1072.0
DRG25,OUT049,3086.0
FDT02,OUT013,608.0
FDO33,OUT027,3326.0
FDP38,OUT035,1002.0
FDZ45,OUT035,3278.0
NCA54,OUT027,4314.0
FDU33,OUT017,868.0
FDN58,OUT017,3814.0
FDI05,OUT045,1178.0
FDM57,OUT019,-494.0
NCS42,OUT027,2898.0
FDB57,OUT045,3470.0
FDC03,OUT045,3062.0
FDZ58,OUT013,1968.0
NCK29,OUT045,1866.0
NCR53,OUT045,3426.0
FDE26,OUT027,3806.0
FDU52,OUT049,2574.0
FDE41,OUT027,2886.0
FDU38,OUT018,2710.0
FDA52,OUT017,2908.0
FDW46,OUT046,1134.0
DRI59,OUT035,3694.0
FDT38,OUT035,1530.0
FDL33,OUT018,2814.0
FDQ01,OUT027,5502.0
FDJ08,OUT046,3046.0
FDQ47,OUT049,750.0
NCZ18,OUT013,3948.0
FDE29,OUT017,1064.0
FDF10,OUT027,3846.0
FDC48,OUT049,1478.0
FDY58,OUT013,3648.0
NCX30,OUT010,1962.0
FDV11,OUT013,2872.0
FDT46,OUT046,854.0
DRD01,OUT019,-918.0
FDQ11,OUT013,4112.0
NCM41,OUT017,1548.0
NCC55,OUT013,612.0
FDG45,OUT027,4870.0
NCQ54,OUT049,2758.0
FDM34,OUT045,1998.0
FDD17,OUT019,1902.0
FDN38,OUT027,5470.0
FDB53,OUT018,2054.0
NCL06,OUT035,4242.0
NCV18,OUT019,-574.0
FDX25,OUT013,2920.0
FDB39,OUT046,942.0
FDC33,OUT049,3278.0
NCO14,OUT018,418.0
FDA58,OUT027,5238.0
NCQ02,OUT017,3012.0
NCR53,OUT017,3620.0
FDN52,OUT046,1478.0
FDG26,OUT046,4078.0
FDE23,OUT027,2310.0
DRI37,OUT013,988.0
DRH37,OUT018,2334.0
FDO01,OUT035,2234.0
FDK45,OUT049,1950.0
FDP23,OUT049,3558.0
FDM33,OUT035,3622.0
FDD36,OUT017,2010.0
FDL56,OUT017,1454.0
FDT27,OUT010,1842.0
FDG52,OUT017,826.0
NCL42,OUT035,3962.0
DRJ24,OUT046,2958.0
FDV38,OUT046,894.0
FDT35,OUT045,2654.0
FDY51,OUT045,3382.0
FDC37,OUT017,1790.0
NCP43,OUT013,2876.0
FDO33,OUT045,1722.0
FDW04,OUT018,1834.0
NCC31,OUT046,2462.0
FDK22,OUT049,3542.0
FDJ50,OUT017,996.0
FDV13,OUT017,1568.0
DRL60,OUT017,2498.0
FDW03,OUT017,1798.0
FDY27,OUT035,2974.0
FDB39,OUT027,2398.0
FDU59,OUT045,2502.0
FDZ57,OUT049,2222.0
FDO21,OUT049,3718.0
FDS43,OUT018,2682.0
FDU28,OUT010,1110.0
FDC51,OUT010,86.0
FDW16,OUT010,-382.0
FDP32,OUT010,82.0
FDB60,OUT019,1246.0
NCQ30,OUT046,1918.0
FDD26,OUT049,3078.0
FDI44,OUT045,1174.0
DRH23,OUT046,926.0
FDO44,OUT046,1790.0
FDG04,OUT046,3006.0
FDM32,OUT027,2982.0
FDM09,OUT013,2752.0
FDZ47,OUT013,1656.0
FDM40,OUT027,3758.0
FDY48,OUT017,1726.0
NCM30,OUT045,602.0
FDX36,OUT010,1666.0
DRF03,OUT017,740.0
FDN51,OUT049,4254.0
FDM57,OUT049,1518.0
FDB35,OUT049,1662.0
FDY13,OUT027,2766.0
FDA37,OUT017,2134.0
NCX53,OUT017,2324.0
FDD59,OUT018,1054.0
FDX10,OUT019,-1222.0
FDC03,OUT018,2838.0
FDW43,OUT035,3766.0
FDW10,OUT046,2822.0
FDY14,OUT027,5638.0
FDV43,OUT045,678.0
FDO40,OUT013,2432.0
FDP46,OUT027,2966.0
NCE43,OUT019,770.0
FDD05,OUT035,2078.0
FDJ60,OUT010,754.0
DRE27,OUT018,1226.0
FDO11,OUT035,4142.0
DRG11,OUT027,3210.0
FDK33,OUT010,1498.0
DRM23,OUT045,2606.0
FDJ02,OUT027,3862.0
NCZ05,OUT045,1566.0
NCL30,OUT013,2012.0
FDZ19,OUT018,2462.0
FDM45,OUT049,2086.0
FDO36,OUT046,2854.0
NCK31,OUT045,738.0
DRJ37,OUT045,2354.0
FDP24,OUT018,1626.0
FDF46,OUT013,1872.0
FDX46,OUT019,-862.0
NCL18,OUT045,2934.0
FDJ26,OUT013,3424.0
FDJ07,OUT045,1778.0
FDY15,OUT013,2520.0
DRG01,OUT045,1138.0
FDF58,OUT045,1002.0
FDZ14,OUT019,122.0
FDP31,OUT049,1214.0
FDH45,OUT013,776.0
FDA09,OUT010,922.0
FDW31,OUT035,3330.0
FDA57,OUT046,734.0
NCE55,OUT035,2898.0
FDC17,OUT019,1510.0
FDC59,OUT013,1128.0
FDA22,OUT013,2696.0
FDK52,OUT035,3698.0
NCM26,OUT046,2430.0
NCT53,OUT035,2754.0
FDW45,OUT018,2082.0
NCI18,OUT035,3634.0
FDE38,OUT018,2314.0
FDF08,OUT019,-390.0
FDY58,OUT010,1718.0
FDF58,OUT019,-802.0
FDX39,OUT017,3446.0
FDB44,OUT049,3462.0
FDF28,OUT013,2088.0
FDE39,OUT013,1912.0
FDT37,OUT018,3698.0
FDZ45,OUT017,3234.0
FDO40,OUT035,2554.0
FDM57,OUT027,2910.0
DRG36,OUT017,2796.0
FDY36,OUT010,-730.0
DRL60,OUT027,3906.0
FDS25,OUT019,-78.0
DRF49,OUT027,3282.0
FDP16,OUT045,3802.0
FDS60,OUT049,2998.0
FDU15,OUT027,2182.0
FDK43,OUT046,2062.0
FDN25,OUT046,1030.0
FDE53,OUT049,1806.0
FDB22,OUT013,2496.0
FDE39,OUT017,2004.0
FDX35,OUT035,3766.0
NCG54,OUT049,2774.0
FDH27,OUT035,2470.0
NCK42,OUT013,3404.0
FDS25,OUT049,1886.0
FDI10,OUT018,2478.0
FDU35,OUT035,1762.0
FDI04,OUT017,3270.0
DRK23,OUT035,4106.0
FDB53,OUT019,470.0
FDY02,OUT049,4270.0
FDM60,OUT035,870.0
NCJ31,OUT010,1790.0
DRP35,OUT017,2094.0
NCQ30,OUT018,1630.0
DRL11,OUT010,596.0
FDU01,OUT013,3008.0
FDR39,OUT035,3010.0
FDO08,OUT046,2694.0
FDC02,OUT045,4042.0
NCZ29,OUT035,2146.0
FDF29,OUT010,222.0
FDZ23,OUT017,3090.0
NCU53,OUT018,2286.0
NCW30,OUT013,4068.0
NCM26,OUT027,3922.0
FDV50,OUT027,3446.0
FDW15,OUT049,2486.0
FDI35,OUT027,4398.0
FDO11,OUT017,4054.0
FDN48,OUT046,1518.0
NCA17,OUT049,2478.0
NCN54,OUT013,1284.0
FDP22,OUT013,888.0
NCB54,OUT035,2130.0
FDD08,OUT045,574.0
DRM48,OUT010,-1328.0
FDG41,OUT027,3294.0
FDE44,OUT027,2294.0
FDE26,OUT035,2438.0
NCS38,OUT013,1804.0
NCJ54,OUT018,3306.0
FDI40,OUT019,-254.0
FDN45,OUT018,3238.0
FDU43,OUT046,3846.0
FDI04,OUT010,1242.0
NCC07,OUT018,1362.0
NCC07,OUT019,-206.0
NCD18,OUT045,3538.0
FDU55,OUT035,4230.0
FDX59,OUT035,754.0
FDR52,OUT049,3174.0
NCP17,OUT013,1036.0
FDQ32,OUT045,1922.0
NCT17,OUT049,3070.0
FDO10,OUT049,1118.0
FDE32,OUT049,742.0
FDN44,OUT045,2446.0
FDH02,OUT035,1626.0
FDK60,OUT013,1656.0
FDS24,OUT019,-422.0
FDL03,OUT010,1270.0
FDB46,OUT027,4886.0
FDO48,OUT049,3678.0
FDZ39,OUT049,1822.0
FDT02,OUT027,2110.0
FDC50,OUT013,1544.0
FDP39,OUT035,1002.0
DRG15,OUT018,678.0
FDP10,OUT018,1366.0
FDF53,OUT027,4406.0
FDN34,OUT045,2670.0
FDK02,OUT045,1850.0
FDC23,OUT045,2730.0
FDJ10,OUT019,386.0
FDE53,OUT035,1874.0
FDR25,OUT035,4370.0
FDW50,OUT046,2654.0
FDS09,OUT049,1006.0
FDW49,OUT010,902.0
FDU51,OUT046,2894.0
FDF28,OUT018,1762.0
NCY30,OUT018,2522.0
FDD44,OUT045,4046.0
FDX09,OUT017,2898.0
NCF30,OUT013,1996.0
FDZ50,OUT019,1106.0
FDW37,OUT013,1464.0
FDD11,OUT049,4134.0
DRH39,OUT018,918.0
FDA36,OUT049,3046.0
NCG43,OUT049,1574.0
FDF02,OUT035,1810.0
FDP57,OUT027,3142.0
NCE42,OUT017,3720.0
NCR38,OUT027,5434.0
FDP03,OUT019,170.0
FDO51,OUT035,902.0
NCQ42,OUT046,2046.0
NCM41,OUT046,1470.0
FDH48,OUT027,2878.0
DRF60,OUT046,3750.0
FDJ27,OUT035,1806.0
FDQ14,OUT013,2432.0
FDN27,OUT017,1990.0
NCQ02,OUT046,2990.0
FDJ33,OUT049,2142.0
FDP07,OUT027,4598.0
DRE01,OUT049,3894.0
FDU36,OUT045,1538.0
FDL28,OUT017,3734.0
NCX53,OUT046,2254.0
FDZ39,OUT013,1744.0
NCP42,OUT013,3092.0
FDJ14,OUT035,1506.0
FDK04,OUT049,1038.0
NCC19,OUT017,3124.0
FDS09,OUT018,598.0
FDZ02,OUT046,1670.0
FDD35,OUT018,1654.0
NCY42,OUT017,2352.0
FDB05,OUT045,3818.0
FDF20,OUT035,3246.0
NCO41,OUT018,1242.0
FDC40,OUT027,2822.0
FDV58,OUT045,3042.0
FDZ57,OUT045,2038.0
DRM35,OUT046,2862.0
DRN36,OUT018,1218.0
FDQ13,OUT046,1398.0
DRO35,OUT010,-68.0
NCD43,OUT035,1798.0
FDA51,OUT018,1554.0
NCX17,OUT027,5122.0
NCZ17,OUT049,750.0
FDR11,OUT027,4054.0
FDW34,OUT049,3950.0
FDN50,OUT017,1626.0
FDS09,OUT046,894.0
FDS48,OUT018,2114.0
FDL44,OUT049,2718.0
DRF48,OUT018,2666.0
FDA14,OUT018,2058.0
NCD30,OUT049,1646.0
FDI16,OUT017,966.0
NCG06,OUT035,4190.0
DRZ24,OUT035,2062.0
NCS17,OUT045,1418.0
FDB37,OUT045,3774.0
FDE10,OUT035,2258.0
FDC57,OUT045,2998.0
FDM12,OUT018,2718.0
FDE24,OUT049,2350.0
FDW22,OUT045,3438.0
DRD01,OUT027,2402.0
NCZ18,OUT027,5434.0
FDN49,OUT045,642.0
FDR22,OUT035,2006.0
FDV08,OUT019,-1114.0
FDY39,OUT046,3006.0
FDV36,OUT049,2134.0
FDO60,OUT045,686.0
FDU04,OUT027,3462.0
FDR20,OUT027,2318.0
FDW19,OUT019,-46.0
FDU40,OUT049,3198.0
FDK15,OUT045,1490.0
DRF15,OUT035,2558.0
FDQ25,OUT017,2884.0
FDI48,OUT019,-950.0
FDS49,OUT046,1278.0
FDV22,OUT046,2582.0
NCV42,OUT046,1750.0
FDX26,OUT046,2942.0
FDI33,OUT018,1162.0
FDZ14,OUT049,2094.0
FDG10,OUT013,1008.0
FDM38,OUT018,582.0
FDG26,OUT027,5534.0
FDH46,OUT035,1822.0
FDN13,OUT018,1298.0
FDU57,OUT035,2562.0
NCI06,OUT046,2838.0
FDM38,OUT045,830.0
NCG42,OUT010,110.0
FDL39,OUT045,2814.0
FDT31,OUT019,1174.0
FDV59,OUT013,3464.0
FDB49,OUT035,1810.0
FDD58,OUT049,1750.0
DRN59,OUT046,774.0
FDX48,OUT049,2598.0
FDQ11,OUT049,4174.0
FDY12,OUT049,1006.0
FDQ11,OUT045,4002.0
DRI11,OUT017,1938.0
FDY32,OUT027,4078.0
FDS51,OUT045,926.0
FDR19,OUT010,386.0
DRB13,OUT018,2746.0
FDS21,OUT035,1218.0
FDQ40,OUT045,2758.0
NCE55,OUT013,2772.0
FDX43,OUT027,4118.0
FDS12,OUT049,2110.0
DRK01,OUT027,3010.0
FDN25,OUT017,1038.0
FDB60,OUT046,3118.0
FDQ13,OUT017,1450.0
DRK13,OUT045,3018.0
DRF25,OUT018,302.0
NCD42,OUT019,-1214.0
FDW25,OUT045,1302.0
NCV29,OUT027,4306.0
NCK42,OUT035,3506.0
DRJ13,OUT027,4002.0
DRD15,OUT017,3744.0
FDM27,OUT045,2430.0
FDZ50,OUT018,2666.0
FDC04,OUT046,3854.0
FDF50,OUT049,3214.0
FDP15,OUT045,3986.0
FDK46,OUT035,4230.0
FDZ56,OUT018,2394.0
FDY60,OUT049,2446.0
FDB10,OUT035,3886.0
FDR57,OUT045,2442.0
FDU58,OUT049,3118.0
FDH02,OUT046,1502.0
FDP48,OUT013,2960.0
FDI46,OUT035,4118.0
FDW56,OUT013,3088.0
NCM19,OUT010,-150.0
FDS50,OUT027,4990.0
FDK24,OUT013,768.0
FDO36,OUT017,2946.0
FDK45,OUT027,3342.0
NCL05,OUT045,638.0
FDL32,OUT018,1546.0
FDA28,OUT049,2174.0
FDY36,OUT018,930.0
FDP32,OUT018,1734.0
FDL50,OUT046,2038.0
DRC24,OUT049,2534.0
NCS18,OUT017,1776.0
FDD16,OUT017,1318.0
NCV18,OUT013,1356.0
FDX07,OUT046,2982.0
NCZ05,OUT027,3130.0
NCI31,OUT013,620.0
FDK14,OUT049,1470.0
NCR06,OUT045,618.0
NCF54,OUT049,2838.0
DRG23,OUT010,464.0
FDD53,OUT046,758.0
NCM31,OUT027,3682.0
FDT16,OUT017,4248.0
FDR40,OUT035,1478.0
DRG25,OUT017,3008.0
FDT10,OUT035,1182.0
FDY32,OUT013,2624.0
FDN50,OUT035,1698.0
FDZ35,OUT019,-134.0
NCP54,OUT045,1846.0
NCD07,OUT035,1910.0
FDS02,OUT018,2846.0
DRN59,OUT018,498.0
DRB24,OUT013,2500.0
FDP37,OUT027,3502.0
DRB01,OUT018,2702.0
FDR47,OUT046,3118.0
NCM31,OUT010,298.0
NCF06,OUT027,5538.0
NCV17,OUT027,3538.0
FDS10,OUT049,2958.0
FDN52,OUT035,1582.0
FDZ48,OUT013,1848.0
FDJ48,OUT049,4038.0
DRB13,OUT027,4538.0
FDV59,OUT017,3514.0
FDL32,OUT035,1958.0
FDZ12,OUT035,2406.0
NCR06,OUT027,2162.0
FDP51,OUT017,2034.0
FDY22,OUT013,2320.0
FDZ38,OUT049,2838.0
NCO54,OUT035,1026.0
FDR23,OUT035,2922.0
FDM38,OUT049,1054.0
FDS25,OUT013,1856.0
FDZ22,OUT013,1392.0
FDZ20,OUT019,2166.0
FDD45,OUT010,-394.0
FDN03,OUT049,4086.0
NCW30,OUT046,4070.0
FDY24,OUT027,2438.0
FDJ26,OUT019,1522.0
FDM15,OUT049,2574.0
NCW54,OUT027,2402.0
FDA23,OUT045,1546.0
FDA39,OUT019,-1178.0
FDZ12,OUT017,2374.0
NCB42,OUT046,1854.0
FDL16,OUT046,790.0
FDO24,OUT019,678.0
NCP42,OUT046,3054.0
FDR19,OUT018,2070.0
DRL01,OUT045,3634.0
FDV37,OUT046,3206.0
FDI41,OUT010,462.0
FDF58,OUT049,1150.0
NCF43,OUT018,1930.0
FDN02,OUT049,3374.0
NCP41,OUT035,1850.0
NCY17,OUT027,2202.0
FDL58,OUT027,5702.0
NCA30,OUT027,4418.0
FDE46,OUT018,2110.0
FDY38,OUT035,3826.0
NCH29,OUT027,3010.0
FDO20,OUT045,3950.0
FDP44,OUT018,1398.0
FDM02,OUT027,2966.0
FDJ14,OUT027,2830.0
FDH04,OUT010,-426.0
DRK23,OUT046,4006.0
NCW05,OUT046,1694.0
FDF12,OUT049,2446.0
FDL51,OUT019,1538.0
FDN03,OUT018,3686.0
DRJ37,OUT049,2502.0
FDM12,OUT019,1162.0
FDA16,OUT045,3434.0
NCB07,OUT017,3160.0
NCI17,OUT019,-358.0
FDR51,OUT046,2422.0
FDJ55,OUT045,3526.0
NCZ17,OUT013,644.0
FDU25,OUT013,1016.0
NCG18,OUT045,1566.0
DRM11,OUT017,4164.0
FDH16,OUT035,1630.0
FDZ04,OUT018,722.0
NCX53,OUT035,2386.0
FDX38,OUT027,2342.0
FDX09,OUT046,2830.0
NCW05,OUT018,1386.0
NCS41,OUT017,2976.0
FDI26,OUT046,2846.0
NCZ41,OUT027,3466.0
NCK06,OUT046,1966.0
FDX23,OUT027,3062.0
NCA42,OUT046,2502.0
FDC20,OUT049,1022.0
DRC49,OUT018,1982.0
FDX01,OUT013,1912.0
FDC08,OUT045,3530.0
FDC02,OUT017,4164.0
FDK10,OUT045,2806.0
DRC24,OUT013,2460.0
FDW16,OUT019,-326.0
NCU06,OUT018,3282.0
DRA59,OUT045,2858.0
FDR24,OUT019,-366.0
DRL35,OUT018,426.0
FDA49,OUT013,1432.0
NCC55,OUT046,614.0
DRD24,OUT019,422.0
NCE55,OUT049,2878.0
FDT33,OUT045,2646.0
NCT53,OUT013,2604.0
FDS26,OUT046,4126.0
FDL22,OUT018,1186.0
FDP44,OUT017,1800.0
FDC52,OUT018,2134.0
FDI53,OUT010,646.0
FDZ23,OUT046,3030.0
NCT18,OUT013,2892.0
FDR13,OUT046,1942.0
FDB09,OUT010,86.0
FDZ60,OUT013,1768.0
FDB11,OUT046,3590.0
FDC10,OUT018,1658.0
FDW56,OUT035,3218.0
FDK14,OUT027,2862.0
DRE27,OUT027,3018.0
FDA38,OUT017,3890.0
FDT11,OUT045,2958.0
FDP15,OUT035,4198.0
FDV27,OUT035,1606.0
FDS36,OUT027,3278.0
FDY40,OUT027,2326.0
NCF19,OUT049,926.0
FDF53,OUT045,2846.0
FDS14,OUT027,3990.0
FDE56,OUT046,1094.0
FDZ19,OUT035,2962.0
FDZ46,OUT013,1832.0
FDR16,OUT046,3422.0
FDG29,OUT018,418.0
NCE30,OUT017,3432.0
FDZ40,OUT046,910.0
FDG58,OUT018,2210.0
DRH03,OUT013,1556.0
FDZ47,OUT045,1558.0
FDV04,OUT018,2234.0
FDZ10,OUT018,1726.0
FDG46,OUT017,1944.0
NCF07,OUT045,1494.0
FDY44,OUT035,3274.0
FDB21,OUT013,3840.0
FDS20,OUT035,3042.0
FDS49,OUT049,1406.0
FDX55,OUT027,4966.0
NCQ02,OUT018,2634.0
FDR25,OUT013,4224.0
DRG39,OUT045,810.0
FDB46,OUT046,3430.0
